TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
1.00,26689.00,3.00,0.00,1.00,5.00,0.00,6.00,146.00,5.00,0.00,1.00,3.00,5.00,"$7,244","$12,822",6.00,6.00,1.00,1.00,4.00,57.00%,31.00%,1.00,1.00,6.00,38.00%,1.00,1.00,60.00%
1.00,26768.00,3.00,2.00,0.00,4.00,1.00,12.00,115.00,10.00,0.00,1.00,2.00,3.00,$881,"$1,156",4.00,2.00,0.00,1.00,2.00,76.00%,33.00%,2.00,0.00,2.00,50.00%,1.00,1.00,67.00%
1.00,26817.00,3.00,3.00,0.00,8.00,1.00,6.00,158.00,6.00,0.00,3.00,10.00,19.00,"$30,976","$57,824",31.00,1.00,1.00,5.00,10.00,54.00%,66.00%,0.00,3.00,4.00,59.00%,4.00,3.00,53.00%
1.00,27999.00,1.00,1.00,0.00,8.00,0.00,3.00,39.00,2.00,1.00,5.00,8.00,10.00,"$15,321","$20,966",9.00,1.00,0.00,2.00,3.00,73.00%,75.00%,2.00,0.00,1.00,83.00%,1.00,1.00,80.00%
1.00,28101.00,2.00,1.00,0.00,0.00,8.00,3.00,39.00,12.00,0.00,1.00,1.00,1.00,"$18,526","$20,911",1.00,1.00,1.00,1.00,1.00,89.00%,0.00%,0.00,1.00,1.00,50.00%,3.00,1.00,100.00%
1.00,28196.00,0.00,0.00,0.00,0.00,12.00,0.00,552.00,4.00,0.00,2.00,5.00,5.00,"$26,437","$30,927",18.00,1.00,0.00,5.00,5.00,85.00%,40.00%,2.00,0.00,1.00,25.00%,0.00,1.00,100.00%
1.00,28383.00,3.00,3.00,0.00,8.00,0.00,8.00,153.00,9.00,0.00,1.00,2.00,4.00,"$23,936","$26,959",12.00,1.00,0.00,3.00,3.00,89.00%,53.00%,1.00,0.00,1.00,27.00%,3.00,0.00,50.00%
1.00,28471.00,3.00,3.00,0.00,3.00,2.00,7.00,109.00,4.00,0.00,2.00,3.00,5.00,"$29,315","$35,760",9.00,2.00,1.00,2.00,3.00,82.00%,27.00%,3.00,1.00,1.00,45.00%,3.00,1.00,60.00%
1.00,28643.00,1.00,1.00,0.00,0.00,10.00,4.00,21.00,2.00,1.00,4.00,6.00,4.00,"$14,435","$15,787",5.00,0.00,0.00,3.00,3.00,91.00%,83.00%,0.00,0.00,0.00,67.00%,0.00,0.00,150.00%
1.00,28734.00,0.00,0.00,0.00,1.00,1.00,4.00,215.00,7.00,0.00,2.00,4.00,15.00,"$42,898","$47,670",21.00,0.00,0.00,14.00,14.00,90.00%,90.00%,0.00,0.00,0.00,71.00%,0.00,0.00,27.00%
1.00,28857.00,3.00,1.00,0.00,1.00,3.00,6.00,125.00,11.00,0.00,1.00,1.00,2.00,$0,$208,1.00,4.00,1.00,0.00,0.00,0.00%,20.00%,0.00,1.00,4.00,40.00%,4.00,1.00,50.00%
1.00,28989.00,3.00,0.00,1.00,1.00,5.00,0.00,122.00,32.00,0.00,0.00,0.00,2.00,"$7,862","$15,922",4.00,7.00,1.00,0.00,0.00,49.00%,15.00%,0.00,1.00,8.00,15.00%,1.00,1.00,0.00%
1.00,29514.00,2.00,3.00,0.00,7.00,1.00,0.00,91.00,8.00,0.00,5.00,6.00,4.00,"$17,794","$29,352",8.00,2.00,0.00,0.00,2.00,61.00%,27.00%,3.00,0.00,3.00,36.00%,1.00,2.00,150.00%
1.00,29917.00,6.00,5.00,1.00,7.00,1.00,10.00,96.00,4.00,0.00,7.00,11.00,8.00,"$9,511","$12,501",15.00,13.00,1.00,6.00,7.00,76.00%,39.00%,0.00,1.00,13.00,26.00%,4.00,1.00,138.00%
1.00,30380.00,0.00,0.00,0.00,3.00,1.00,3.00,109.00,3.00,1.00,1.00,1.00,7.00,"$3,719","$11,528",8.00,3.00,2.00,1.00,2.00,32.00%,23.00%,2.00,4.00,6.00,54.00%,4.00,5.00,14.00%
1.00,30445.00,0.00,0.00,0.00,5.00,0.00,7.00,393.00,13.00,0.00,0.00,2.00,11.00,"$30,920","$52,290",36.00,1.00,1.00,2.00,4.00,59.00%,45.00%,0.00,1.00,1.00,29.00%,1.00,1.00,18.00%
1.00,30532.00,0.00,0.00,0.00,3.00,0.00,3.00,107.00,13.00,0.00,0.00,5.00,14.00,"$58,795","$66,406",28.00,0.00,0.00,10.00,11.00,89.00%,62.00%,0.00,0.00,0.00,48.00%,0.00,0.00,36.00%
1.00,30633.00,9.00,5.00,1.00,7.00,0.00,2.00,246.00,27.00,0.00,0.00,0.00,6.00,"$18,250","$23,750",4.00,15.00,4.00,3.00,3.00,77.00%,0.00%,3.00,5.00,19.00,24.00%,8.00,7.00,0.00%
1.00,30790.00,2.00,1.00,1.00,0.00,9.00,0.00,12.00,12.00,0.00,1.00,1.00,1.00,$204,$200,1.00,0.00,0.00,1.00,1.00,102.00%,100.00%,0.00,0.00,0.00,100.00%,1.00,0.00,100.00%
1.00,30856.00,0.00,0.00,0.00,2.00,0.00,9.00,113.00,6.00,0.00,4.00,7.00,23.00,"$41,382","$67,192",36.00,0.00,0.00,12.00,19.00,62.00%,67.00%,2.00,0.00,1.00,64.00%,0.00,1.00,30.00%
1.00,30917.00,0.00,0.00,0.00,9.00,1.00,6.00,282.00,5.00,0.00,4.00,6.00,18.00,"$35,205","$46,981",33.00,3.00,1.00,6.00,9.00,75.00%,44.00%,3.00,5.00,8.00,44.00%,5.00,5.00,33.00%
1.00,31948.00,0.00,0.00,0.00,7.00,1.00,12.00,150.00,1.00,1.00,4.00,9.00,9.00,"$43,478","$53,607",18.00,0.00,0.00,5.00,5.00,81.00%,50.00%,3.00,1.00,4.00,41.00%,1.00,1.00,100.00%
1.00,32553.00,0.00,0.00,0.00,0.00,,0.00,190.00,24.00,0.00,0.00,1.00,11.00,"$11,966","$16,962",22.00,0.00,0.00,5.00,7.00,71.00%,57.00%,3.00,1.00,5.00,48.00%,1.00,5.00,9.00%
1.00,32615.00,0.00,0.00,0.00,9.00,1.00,12.00,270.00,13.00,0.00,0.00,2.00,9.00,"$28,859","$39,039",13.00,1.00,0.00,2.00,4.00,74.00%,38.00%,3.00,0.00,4.00,56.00%,0.00,2.00,22.00%
1.00,32691.00,0.00,0.00,0.00,0.00,,0.00,245.00,27.00,0.00,0.00,0.00,8.00,"$21,620","$25,326",7.00,2.00,1.00,5.00,5.00,85.00%,33.00%,2.00,4.00,5.00,67.00%,4.00,5.00,0.00%
1.00,33041.00,0.00,0.00,0.00,1.00,3.00,0.00,24.00,19.00,0.00,0.00,3.00,3.00,"$5,725","$5,310",1.00,2.00,2.00,3.00,3.00,108.00%,33.00%,0.00,2.00,2.00,100.00%,2.00,2.00,100.00%
1.00,33096.00,0.00,0.00,0.00,2.00,2.00,3.00,72.00,17.00,0.00,0.00,2.00,5.00,"$31,128","$40,006",4.00,1.00,1.00,3.00,4.00,78.00%,17.00%,2.00,1.00,2.00,83.00%,1.00,2.00,40.00%
1.00,33196.00,1.00,0.00,1.00,1.00,2.00,2.00,101.00,5.00,0.00,1.00,2.00,6.00,"$18,018","$29,097",6.00,11.00,4.00,3.00,4.00,62.00%,21.00%,0.00,4.00,11.00,32.00%,4.00,4.00,33.00%
1.00,33359.00,3.00,2.00,1.00,5.00,3.00,5.00,107.00,16.00,0.00,0.00,1.00,2.00,$167,$167,2.00,3.00,1.00,1.00,1.00,100.00%,33.00%,0.00,1.00,3.00,33.00%,3.00,1.00,50.00%
1.00,33713.00,2.00,2.00,0.00,8.00,1.00,5.00,171.00,42.00,0.00,0.00,0.00,8.00,"$5,960","$11,379",15.00,4.00,2.00,1.00,3.00,52.00%,15.00%,3.00,2.00,8.00,40.00%,4.00,5.00,0.00%
1.00,33828.00,0.00,0.00,0.00,4.00,1.00,7.00,176.00,4.00,0.00,7.00,17.00,26.00,"$62,359","$1,17,515",40.00,0.00,0.00,9.00,9.00,53.00%,65.00%,2.00,0.00,1.00,57.00%,0.00,1.00,65.00%
1.00,33845.00,5.00,4.00,1.00,8.00,1.00,2.00,146.00,4.00,0.00,1.00,2.00,4.00,"$10,416","$14,089",9.00,5.00,2.00,2.00,3.00,74.00%,38.00%,0.00,2.00,7.00,25.00%,3.00,2.00,50.00%
1.00,34289.00,2.00,2.00,0.00,5.00,1.00,1.00,44.00,10.00,0.00,1.00,2.00,2.00,"$3,584","$3,000",2.00,1.00,1.00,1.00,1.00,119.00%,33.00%,0.00,1.00,1.00,67.00%,1.00,1.00,100.00%
1.00,34343.00,0.00,0.00,0.00,6.00,1.00,6.00,285.00,3.00,1.00,1.00,3.00,5.00,"$10,913","$20,643",10.00,2.00,1.00,2.00,2.00,53.00%,20.00%,0.00,1.00,6.00,33.00%,1.00,1.00,60.00%
1.00,34499.00,0.00,0.00,0.00,3.00,1.00,4.00,106.00,24.00,0.00,0.00,1.00,4.00,"$17,270","$37,094",10.00,3.00,3.00,0.00,1.00,47.00%,29.00%,2.00,3.00,4.00,29.00%,3.00,4.00,25.00%
1.00,35314.00,0.00,0.00,0.00,6.00,1.00,6.00,329.00,1.00,1.00,6.00,10.00,15.00,"$32,974","$33,371",20.00,2.00,0.00,10.00,11.00,99.00%,55.00%,2.00,1.00,3.00,48.00%,1.00,2.00,67.00%
1.00,35365.00,2.00,1.00,0.00,2.00,2.00,5.00,252.00,11.00,0.00,1.00,1.00,10.00,"$18,937","$40,676",7.00,7.00,3.00,2.00,5.00,47.00%,5.00%,3.00,7.00,14.00,53.00%,9.00,9.00,10.00%
1.00,35524.00,0.00,0.00,0.00,0.00,,0.00,134.00,11.00,0.00,1.00,5.00,8.00,"$27,710","$36,667",15.00,6.00,1.00,4.00,7.00,76.00%,12.00%,3.00,4.00,11.00,31.00%,4.00,8.00,63.00%
1.00,35981.00,1.00,1.00,0.00,5.00,1.00,10.00,86.00,3.00,1.00,1.00,2.00,4.00,"$23,963","$32,942",3.00,1.00,0.00,2.00,2.00,73.00%,17.00%,3.00,0.00,2.00,67.00%,1.00,2.00,50.00%
1.00,36495.00,0.00,0.00,0.00,8.00,1.00,7.00,163.00,5.00,0.00,2.00,2.00,8.00,"$13,563","$16,040",15.00,0.00,0.00,3.00,5.00,85.00%,47.00%,2.00,0.00,4.00,53.00%,0.00,1.00,25.00%
1.00,36517.00,0.00,0.00,0.00,1.00,5.00,1.00,107.00,7.00,0.00,1.00,1.00,8.00,"$27,981","$29,835",12.00,0.00,0.00,5.00,6.00,94.00%,36.00%,3.00,0.00,0.00,57.00%,0.00,0.00,13.00%
1.00,36611.00,7.00,4.00,1.00,6.00,2.00,9.00,140.00,3.00,1.00,2.00,6.00,8.00,"$14,829","$21,060",15.00,0.00,0.00,6.00,7.00,70.00%,41.00%,1.00,0.00,1.00,47.00%,2.00,0.00,75.00%
1.00,36619.00,1.00,1.00,0.00,4.00,4.00,2.00,161.00,6.00,0.00,2.00,4.00,18.00,"$63,800","$84,422",29.00,0.00,0.00,8.00,13.00,76.00%,44.00%,3.00,0.00,3.00,53.00%,0.00,2.00,22.00%
1.00,36785.00,0.00,0.00,0.00,7.00,0.00,7.00,158.00,17.00,0.00,0.00,3.00,7.00,"$27,288","$35,693",23.00,2.00,0.00,3.00,5.00,76.00%,13.00%,3.00,2.00,5.00,23.00%,2.00,4.00,43.00%
1.00,36788.00,0.00,0.00,0.00,0.00,,0.00,273.00,5.00,0.00,1.00,2.00,16.00,"$78,533","$87,254",17.00,3.00,0.00,9.00,11.00,90.00%,36.00%,3.00,2.00,3.00,64.00%,2.00,2.00,13.00%
1.00,38252.00,3.00,2.00,1.00,3.00,5.00,5.00,145.00,1.00,1.00,3.00,5.00,6.00,"$1,437","$11,019",12.00,12.00,2.00,3.00,3.00,13.00%,24.00%,0.00,3.00,14.00,24.00%,5.00,3.00,83.00%
1.00,38914.00,0.00,0.00,0.00,3.00,0.00,0.00,320.00,6.00,0.00,1.00,6.00,6.00,"$11,040","$10,035",8.00,19.00,15.00,3.00,3.00,110.00%,3.00%,2.00,19.00,24.00,18.00%,19.00,20.00,100.00%
1.00,38998.00,0.00,0.00,0.00,2.00,1.00,2.00,189.00,9.00,0.00,1.00,4.00,14.00,"$61,279","$73,460",28.00,0.00,0.00,10.00,10.00,83.00%,53.00%,2.00,0.00,1.00,47.00%,0.00,1.00,29.00%
1.00,39331.00,2.00,2.00,0.00,9.00,0.00,7.00,49.00,5.00,0.00,6.00,10.00,11.00,"$11,611","$18,579",15.00,0.00,0.00,4.00,7.00,63.00%,88.00%,0.00,0.00,0.00,69.00%,1.00,0.00,91.00%
1.00,39463.00,3.00,2.00,0.00,8.00,1.00,4.00,290.00,5.00,0.00,1.00,1.00,3.00,"$10,321","$11,889",7.00,1.00,1.00,1.00,1.00,87.00%,22.00%,1.00,1.00,6.00,33.00%,2.00,1.00,33.00%
1.00,39549.00,0.00,0.00,0.00,3.00,1.00,0.00,170.00,5.00,0.00,1.00,4.00,5.00,"$2,781","$21,571",14.00,0.00,0.00,2.00,2.00,13.00%,44.00%,2.00,1.00,2.00,31.00%,1.00,2.00,80.00%
1.00,39559.00,0.00,0.00,0.00,6.00,1.00,7.00,76.00,11.00,0.00,1.00,5.00,5.00,"$8,611","$9,326",14.00,1.00,0.00,3.00,4.00,92.00%,58.00%,0.00,0.00,2.00,26.00%,0.00,0.00,100.00%
1.00,39964.00,1.00,0.00,0.00,2.00,5.00,2.00,148.00,7.00,0.00,1.00,4.00,6.00,"$42,142","$52,945",6.00,3.00,1.00,4.00,5.00,80.00%,56.00%,0.00,1.00,3.00,67.00%,1.00,1.00,67.00%
1.00,40523.00,2.00,1.00,1.00,3.00,2.00,12.00,109.00,8.00,0.00,4.00,6.00,3.00,"$3,372","$3,441",5.00,8.00,3.00,2.00,2.00,98.00%,18.00%,3.00,3.00,10.00,18.00%,4.00,5.00,200.00%
1.00,40654.00,0.00,0.00,0.00,2.00,2.00,7.00,139.00,14.00,0.00,0.00,2.00,12.00,"$8,336","$29,630",19.00,0.00,0.00,4.00,5.00,28.00%,52.00%,3.00,0.00,2.00,52.00%,0.00,1.00,17.00%
1.00,40689.00,0.00,0.00,0.00,3.00,1.00,2.00,99.00,20.00,0.00,0.00,3.00,8.00,"$14,221","$22,324",14.00,1.00,0.00,3.00,4.00,64.00%,67.00%,0.00,0.00,2.00,53.00%,0.00,0.00,38.00%
1.00,40729.00,4.00,1.00,0.00,0.00,11.00,2.00,219.00,10.00,0.00,1.00,1.00,3.00,"$3,416","$13,973",1.00,1.00,0.00,0.00,0.00,24.00%,0.00%,2.00,1.00,3.00,50.00%,2.00,2.00,33.00%
1.00,41098.00,5.00,5.00,0.00,8.00,1.00,10.00,294.00,3.00,1.00,4.00,9.00,9.00,"$54,643","$62,295",28.00,0.00,0.00,4.00,6.00,88.00%,45.00%,2.00,0.00,4.00,27.00%,3.00,1.00,100.00%
1.00,41106.00,0.00,0.00,0.00,2.00,5.00,3.00,221.00,22.00,0.00,0.00,1.00,14.00,"$38,617","$53,723",22.00,0.00,0.00,6.00,12.00,72.00%,64.00%,1.00,0.00,0.00,56.00%,0.00,0.00,7.00%
1.00,41110.00,2.00,1.00,1.00,4.00,2.00,4.00,212.00,7.00,0.00,1.00,3.00,5.00,"$18,385","$18,513",3.00,5.00,2.00,4.00,4.00,99.00%,13.00%,2.00,2.00,6.00,63.00%,3.00,3.00,60.00%
1.00,41182.00,0.00,0.00,0.00,4.00,1.00,7.00,145.00,4.00,0.00,2.00,4.00,8.00,"$44,544","$48,569",11.00,0.00,0.00,4.00,6.00,92.00%,100.00%,0.00,0.00,0.00,73.00%,0.00,0.00,50.00%
1.00,41274.00,20.00,1.00,1.00,2.00,1.00,7.00,60.00,58.00,0.00,0.00,0.00,0.00,$0,$0,,3.00,1.00,0.00,0.00,0.00%,,8.00,1.00,3.00,0.00%,6.00,1.00,0.00%
1.00,41383.00,2.00,2.00,0.00,9.00,0.00,4.00,353.00,9.00,0.00,1.00,3.00,10.00,"$18,008","$30,920",18.00,0.00,0.00,5.00,6.00,58.00%,45.00%,2.00,0.00,2.00,50.00%,2.00,1.00,30.00%
1.00,41962.00,0.00,0.00,0.00,2.00,1.00,3.00,120.00,10.00,0.00,1.00,2.00,8.00,"$41,370","$50,001",12.00,0.00,0.00,4.00,5.00,83.00%,75.00%,0.00,0.00,0.00,67.00%,0.00,0.00,25.00%
1.00,42274.00,1.00,0.00,1.00,5.00,1.00,5.00,47.00,8.00,0.00,3.00,5.00,5.00,"$36,320","$46,341",7.00,2.00,2.00,3.00,4.00,78.00%,70.00%,0.00,2.00,2.00,50.00%,2.00,2.00,100.00%
1.00,42741.00,5.00,5.00,0.00,0.00,12.00,3.00,11.00,11.00,0.00,1.00,1.00,1.00,,,1.00,0.00,0.00,,,,100.00%,0.00,0.00,0.00,100.00%,1.00,0.00,100.00%
1.00,43131.00,1.00,0.00,1.00,10.00,0.00,6.00,134.00,17.00,0.00,0.00,2.00,6.00,"$26,590","$34,114",8.00,9.00,2.00,3.00,4.00,78.00%,35.00%,0.00,2.00,9.00,35.00%,2.00,2.00,33.00%
1.00,43302.00,1.00,1.00,0.00,9.00,0.00,14.00,119.00,4.00,0.00,2.00,3.00,4.00,"$29,971","$48,318",14.00,3.00,0.00,1.00,3.00,62.00%,42.00%,0.00,1.00,3.00,21.00%,2.00,1.00,75.00%
1.00,43423.00,0.00,0.00,0.00,6.00,0.00,8.00,174.00,3.00,1.00,4.00,9.00,18.00,"$85,318","$98,293",24.00,1.00,0.00,13.00,15.00,87.00%,61.00%,3.00,0.00,1.00,64.00%,0.00,1.00,50.00%
1.00,43501.00,2.00,2.00,0.00,7.00,1.00,12.00,135.00,5.00,0.00,5.00,8.00,2.00,"$23,215","$24,187",11.00,2.00,2.00,2.00,2.00,96.00%,54.00%,0.00,2.00,2.00,15.00%,3.00,2.00,400.00%
1.00,43505.00,1.00,0.00,1.00,8.00,0.00,12.00,143.00,4.00,0.00,1.00,1.00,2.00,"$5,675","$6,276",3.00,5.00,1.00,1.00,1.00,90.00%,33.00%,0.00,1.00,7.00,22.00%,1.00,1.00,50.00%
1.00,43704.00,1.00,0.00,0.00,4.00,0.00,3.00,166.00,40.00,0.00,0.00,0.00,4.00,"$10,814","$10,942",10.00,1.00,1.00,2.00,2.00,99.00%,38.00%,3.00,1.00,3.00,31.00%,2.00,2.00,0.00%
1.00,43851.00,0.00,0.00,0.00,5.00,1.00,22.00,187.00,3.00,1.00,4.00,6.00,10.00,"$43,715","$47,006",19.00,4.00,1.00,6.00,7.00,93.00%,31.00%,3.00,3.00,6.00,38.00%,3.00,4.00,60.00%
1.00,43982.00,0.00,0.00,0.00,1.00,4.00,3.00,299.00,6.00,0.00,3.00,5.00,16.00,"$31,271","$39,791",33.00,0.00,0.00,6.00,10.00,79.00%,51.00%,3.00,0.00,1.00,46.00%,0.00,0.00,31.00%
1.00,43988.00,0.00,0.00,0.00,3.00,1.00,6.00,227.00,6.00,0.00,6.00,12.00,14.00,"$33,465","$43,631",26.00,0.00,0.00,9.00,10.00,77.00%,59.00%,3.00,0.00,1.00,48.00%,0.00,1.00,86.00%
1.00,44361.00,0.00,0.00,0.00,3.00,1.00,2.00,213.00,24.00,0.00,0.00,1.00,6.00,"$7,743","$10,849",7.00,0.00,0.00,3.00,3.00,71.00%,11.00%,3.00,0.00,3.00,67.00%,0.00,0.00,17.00%
1.00,44536.00,0.00,0.00,0.00,3.00,1.00,0.00,178.00,25.00,0.00,0.00,0.00,7.00,"$9,372","$17,788",10.00,1.00,0.00,3.00,4.00,53.00%,7.00%,3.00,2.00,4.00,50.00%,2.00,2.00,0.00%
1.00,44686.00,0.00,0.00,0.00,0.00,8.00,1.00,442.00,7.00,0.00,1.00,3.00,18.00,"$1,07,958","$1,34,172",34.00,0.00,0.00,13.00,16.00,80.00%,40.00%,3.00,1.00,3.00,51.00%,1.00,2.00,17.00%
1.00,44870.00,9.00,9.00,0.00,0.00,7.00,2.00,18.00,6.00,0.00,1.00,3.00,2.00,"$56,845","$57,957",2.00,0.00,0.00,2.00,2.00,98.00%,67.00%,0.00,0.00,0.00,67.00%,7.00,0.00,150.00%
1.00,45009.00,1.00,1.00,0.00,3.00,1.00,2.00,298.00,3.00,1.00,3.00,4.00,6.00,"$3,715","$4,603",11.00,3.00,0.00,1.00,1.00,81.00%,35.00%,0.00,1.00,5.00,35.00%,1.00,1.00,67.00%
1.00,45228.00,0.00,0.00,0.00,10.00,1.00,3.00,72.00,11.00,0.00,1.00,1.00,5.00,"$3,456","$5,206",2.00,7.00,4.00,1.00,3.00,66.00%,22.00%,0.00,4.00,7.00,56.00%,4.00,4.00,20.00%
1.00,45303.00,1.00,0.00,0.00,3.00,0.00,2.00,107.00,4.00,0.00,1.00,2.00,4.00,"$24,682","$37,267",6.00,3.00,1.00,1.00,2.00,66.00%,9.00%,3.00,1.00,5.00,36.00%,1.00,1.00,50.00%
1.00,45307.00,0.00,0.00,0.00,0.00,7.00,9.00,122.00,3.00,2.00,5.00,6.00,10.00,"$46,295","$68,797",19.00,4.00,2.00,5.00,8.00,67.00%,44.00%,0.00,2.00,5.00,40.00%,2.00,2.00,60.00%
1.00,45559.00,0.00,0.00,0.00,0.00,20.00,1.00,112.00,20.00,0.00,0.00,1.00,5.00,"$6,793","$8,806",10.00,0.00,0.00,1.00,1.00,77.00%,36.00%,2.00,0.00,1.00,45.00%,0.00,1.00,20.00%
1.00,45702.00,0.00,0.00,0.00,3.00,0.00,3.00,107.00,2.00,1.00,3.00,8.00,13.00,"$16,363","$40,286",19.00,0.00,0.00,1.00,3.00,41.00%,76.00%,0.00,0.00,0.00,62.00%,0.00,0.00,62.00%
1.00,45839.00,2.00,2.00,0.00,5.00,1.00,8.00,235.00,10.00,0.00,1.00,1.00,12.00,"$16,663","$20,925",19.00,2.00,1.00,5.00,5.00,80.00%,18.00%,3.00,2.00,5.00,43.00%,3.00,5.00,8.00%
1.00,45852.00,6.00,0.00,0.00,3.00,3.00,6.00,109.00,5.00,0.00,5.00,6.00,6.00,"$24,920","$27,904",7.00,2.00,2.00,4.00,5.00,89.00%,55.00%,0.00,3.00,3.00,55.00%,8.00,3.00,100.00%
1.00,45997.00,1.00,1.00,0.00,2.00,0.00,3.00,74.00,19.00,0.00,0.00,1.00,9.00,"$10,181","$12,193",9.00,1.00,0.00,7.00,8.00,84.00%,90.00%,0.00,0.00,1.00,90.00%,1.00,0.00,11.00%
1.00,46578.00,0.00,0.00,0.00,0.00,,0.00,273.00,3.00,1.00,1.00,1.00,5.00,"$2,393","$2,393",3.00,5.00,5.00,3.00,3.00,100.00%,13.00%,0.00,5.00,5.00,63.00%,5.00,5.00,20.00%
1.00,46800.00,2.00,1.00,1.00,0.00,15.00,1.00,129.00,14.00,0.00,0.00,4.00,7.00,"$3,364","$3,628",8.00,0.00,0.00,4.00,4.00,93.00%,56.00%,1.00,0.00,0.00,78.00%,1.00,0.00,57.00%
1.00,47114.00,1.00,1.00,0.00,4.00,0.00,3.00,402.00,2.00,1.00,3.00,3.00,3.00,$796,"$1,296",2.00,2.00,1.00,1.00,1.00,61.00%,0.00%,3.00,2.00,5.00,43.00%,2.00,4.00,100.00%
1.00,47444.00,0.00,0.00,0.00,2.00,1.00,2.00,48.00,5.00,0.00,3.00,6.00,4.00,"$2,232","$4,309",6.00,1.00,0.00,1.00,1.00,52.00%,22.00%,3.00,0.00,2.00,44.00%,0.00,2.00,150.00%
1.00,47689.00,4.00,2.00,1.00,3.00,1.00,4.00,444.00,17.00,0.00,0.00,1.00,6.00,"$28,105","$30,837",9.00,10.00,7.00,3.00,3.00,91.00%,14.00%,0.00,7.00,13.00,29.00%,7.00,7.00,17.00%
1.00,47796.00,1.00,1.00,0.00,18.00,0.00,11.00,234.00,2.00,1.00,1.00,3.00,3.00,"$1,900","$2,577",15.00,2.00,0.00,1.00,3.00,74.00%,14.00%,3.00,1.00,5.00,14.00%,1.00,1.00,100.00%
1.00,48475.00,0.00,0.00,0.00,10.00,1.00,29.00,138.00,2.00,4.00,14.00,25.00,18.00,"$27,855","$48,123",30.00,2.00,0.00,14.00,15.00,58.00%,47.00%,2.00,2.00,3.00,40.00%,2.00,3.00,139.00%
1.00,48482.00,1.00,0.00,1.00,1.00,1.00,1.00,149.00,7.00,0.00,2.00,2.00,6.00,"$9,559","$10,257",12.00,9.00,1.00,4.00,4.00,93.00%,43.00%,0.00,1.00,11.00,29.00%,1.00,1.00,33.00%
1.00,49486.00,0.00,0.00,0.00,0.00,7.00,1.00,27.00,17.00,0.00,0.00,2.00,2.00,$53,"$4,833",1.00,1.00,1.00,0.00,0.00,1.00%,0.00%,0.00,2.00,2.00,67.00%,2.00,2.00,100.00%
1.00,49856.00,0.00,0.00,0.00,0.00,16.00,0.00,143.00,2.00,1.00,4.00,5.00,10.00,"$18,766","$27,643",15.00,1.00,0.00,3.00,4.00,68.00%,50.00%,0.00,1.00,1.00,50.00%,1.00,1.00,50.00%
1.00,50192.00,0.00,0.00,0.00,6.00,1.00,5.00,226.00,3.00,1.00,6.00,9.00,15.00,"$84,911","$94,394",37.00,0.00,0.00,9.00,9.00,90.00%,41.00%,3.00,0.00,2.00,37.00%,0.00,1.00,60.00%
1.00,50282.00,0.00,0.00,0.00,0.00,,0.00,128.00,41.00,0.00,0.00,0.00,4.00,"$7,193","$9,322",14.00,0.00,0.00,2.00,2.00,77.00%,36.00%,2.00,0.00,1.00,29.00%,0.00,1.00,0.00%
1.00,50504.00,5.00,4.00,0.00,13.00,0.00,11.00,241.00,4.00,0.00,3.00,5.00,9.00,"$5,436","$8,913",18.00,3.00,2.00,4.00,4.00,61.00%,29.00%,3.00,3.00,5.00,38.00%,6.00,3.00,56.00%
1.00,50526.00,2.00,1.00,0.00,1.00,1.00,1.00,125.00,23.00,0.00,0.00,2.00,7.00,"$80,241","$93,564",14.00,2.00,2.00,4.00,5.00,86.00%,29.00%,2.00,2.00,5.00,41.00%,4.00,3.00,29.00%
1.00,50618.00,0.00,0.00,0.00,4.00,1.00,1.00,99.00,11.00,0.00,2.00,3.00,3.00,"$4,605","$7,404",6.00,3.00,0.00,1.00,1.00,62.00%,27.00%,0.00,0.00,4.00,27.00%,0.00,0.00,100.00%
1.00,51037.00,3.00,3.00,0.00,7.00,1.00,22.00,368.00,6.00,0.00,3.00,4.00,4.00,"$21,776","$25,547",12.00,6.00,0.00,2.00,2.00,85.00%,42.00%,0.00,0.00,8.00,21.00%,0.00,0.00,100.00%
1.00,51229.00,2.00,2.00,0.00,7.00,0.00,11.00,212.00,2.00,1.00,4.00,6.00,5.00,"$8,056","$9,060",9.00,0.00,0.00,3.00,4.00,89.00%,73.00%,2.00,0.00,3.00,45.00%,1.00,1.00,120.00%
1.00,51618.00,1.00,0.00,1.00,2.00,3.00,7.00,290.00,10.00,0.00,2.00,5.00,9.00,"$28,423","$34,237",18.00,12.00,11.00,2.00,3.00,83.00%,29.00%,0.00,12.00,12.00,26.00%,13.00,12.00,56.00%
1.00,51624.00,0.00,0.00,0.00,1.00,6.00,1.00,142.00,2.00,1.00,2.00,2.00,2.00,$289,$289,0.00,2.00,0.00,1.00,1.00,100.00%,0.00%,0.00,1.00,2.00,67.00%,1.00,1.00,100.00%
